review_id,review,sentiment_label,sentiment_score,identified_theme
27,Please bring back the screenshot option. The screenshot download option takes like 15 second appear in gallery and most people don't know about it.,positive,0.1666666666666666,Feature Requests
28,"The recent update automatically turns the developers option on, and when one starts the app, a message pops up saying the app does not work with the developers option on. So, one has to go to the settings and manually turn the developers option off. Otherwise the app doesn't work.",neutral,0.0,Customer Support
29,"The review page keeps loading, and even sync is completed. The history page always shows old/unknown transactions. ...... Edited: I guess the loading page means it expires and needs to go to the nearest bank and ask for an extension for another 3 years. Upgrade to 3 stars .",neutral,0.0,User Interface & Experience
30,"First this app was pretty good and well connection while transferring money, but now there's no such a worst mob app ever while transferring money it corrupts due to the network and took the amount of money you were transferring from your account then after seconds interruptions it's shows that the money is transferred (this case happens especially to telebirrr wallet) then after you report the issue to the CBE customer service they refund your money to your CBE account after 3-5 days.",positive,0.0107142857142857,User Interface & Experience
31,Two step verification update is fake (meaningless). Why because the app gives you an option of to use pin while requesting two step verification step. 🔐 This updated app is not differ than the previous one in case of security & safegaurding users.👹👹💀💀 The other features of the app are best and easy to use it.⭐️⭐️⭐️⭐️⭐️,positive,0.0236111111111111,Feature Requests
32,What an absolutely terrible update. No screenshots and you still have this stupid restriction on developer options. WHAT ABOUT THOSE OF US WHO ARE ACTUALLY DEVELOPERS!!!!!! At this point telebirr just wins the game 100%. CBE. Do. Better!,negative,-0.2125,Feature Requests
33,Really! this app is more simple to use at any time in every where also it's transaction quality between the users within the transaction receipt as abank that means this app is our bank on hand in mobile frankly I proud on this bank digital. I have no word to wrote ...... but it's have weakness on poor connection.,positive,0.1916666666666666,User Interface & Experience
34,"The app is full of bugs here and there, perhaps it's from the backend side idk. For instance the transaction history you see on top is one made a couple of months ago and you have to refresh until you reach the top. it's just so bizarre. And you can't even search for a transaction you made. Someone with a lot of transactions will find it annoying. Even simple things like localising dates to Amharic dates are now correctly implemented.",positive,0.1583333333333333,User Interface & Experience
35,It made life alot easier. I cant even imagine having to make all those transactions in person. So this app was crucial for me. Very good app. well done.,positive,0.4549999999999999,Transaction Performance
36,It used to be the best bank app in Ethiopia. But now using it is a terrible experience. For every transaction it shows an error message. Making a simple payment requires 5 to 6 trials to complete.,positive,0.025,User Interface & Experience
37,I'm sad guys what are you doing? Why did you add the screenshot restriction to the app? You just made it worse it was a great value to us. You need to rethink it. i will change the 1 star rating when you resolve the issue.,negative,-0.0333333333333333,Feature Requests
38,If any developer is reading this please fix the screenshot functionality or at least the download button should work flawlessly without me touching it twenty times.,positive,0.3999999999999999,Customer Support
39,Its good but we need an option of choosing a specific period to get a historique of transactions. For example when i want to check my previous transactions i only get few transactions. Thank you.,positive,0.0666666666666666,User Interface & Experience
40,well designed! Fixing bugs & two step verification with biometric... simply it's great!,positive,1.0,Feature Requests
41,always disappointing ! especially the iOS one !! some similar local applications are extremely superior to this application!! Really disappointing!,negative,-0.0833333333333333,Feature Requests
42,"As an app developer, I rely on Developer Mode to build and test apps, but this app blocks access entirely if it's enabled. This restriction is unnecessary and makes it impossible for developers to use the service. Instead of outright blocking, consider implementing enhanced security measures that don't alienate professionals who need this setting. Please reconsider this policy.",negative,-0.3555555555555555,Feature Requests
43,it is good app. But you have integrate cbe with cbe birr. to allow cardless withdrawal directly from our accout!,positive,0.4125,Feature Requests
44,Doesn't work properly. It crashes some many times. commercial bank of Ethiopia not only the application but also sending money to own CBE birr doesn't get your money in your bank account. forcefully you must wait 3-5 days to get your money back to your account. walk up CBE the world is going to decentralized finance.,positive,0.1833333333333333,User Interface & Experience
45,"I am not exaggerating when I say that this application is one of the biggest players in the banking industry. It has simplified a lot of things for the user, even if the bank is in his pocket. But my opinion is (1), when we transfer money, there is a word limit on the (Note) at the end. Why can't we write our reason briefly? I don't understand why it is limited. On the other hand, there is no limit on the bank. Could you explain this? (2), when we pay for water, why is the code not mentioned",negative,-0.0654761904761904,User Interface & Experience
46,"I have seen lots of great updates right here, especially the 2FA using the biometric security technique, I suggest you work on minimising app crashing due to the accumulation of cache, very little cache crash it.",positive,0.1433928571428571,Account Access Issues
47,"Add customer service please other than calling 951. Why would you have a mobile app but not an online text-based customer service? Why? Disappointing And I will never use the top-up feature again, I have been trying to recharge my safaricom balance but your app would say time out and then credit my account but never recharge my balance, why? Where is my money? Do you expect me to call 951 at midnight?",negative,-0.3625,User Interface & Experience
48,"Why on earth is CBE telling me to turn off developer mode? As the name clearly states, it's for developers, not for CBE to dictate. There are countless financial apps out there that work just fine without demanding such an unnecessary restriction. If your app can’t handle developer mode, that’s a you problem. Fix your code instead of disabling features that have absolutely nothing to do with you.",positive,0.0452380952380952,Feature Requests
49,"I really like this app as it is being updated from time to time and includes multiple payment options. In particular, giving a receipt makes it even more preferable. However, when it is refreshed, it does not show the history of credit and deposit in order and, I am of the opinion that it is better if the recent history is fixed respectively according to the transaction date in the future because there is a problem of confusion.",positive,0.1629629629629629,User Interface & Experience
50,"I like the application very much because it is user friendly and makes transactions easiest, especially for business matters. But, these few days I faced difficulties of opening it. I tried to uninstall and re install the app, and re verified at the nearest cbe center. But still failed to use all the functions. It says 'none available'. Any suggestions please!",positive,0.0478571428571428,Feature Requests
51,"Most of the time, in the 'Recents' button the app becomes stuck and doesn't show up details of transactions and doesn't even scroll down; should be solved. Second, the app doesn't save the last pop-up screen when a transaction is complete. Third, there is no telebirr transfer to other person option and the app by default lets you to only own telebirr transfer.",positive,0.1021604938271604,User Interface & Experience
52,"It's a great app. I've been using this app since the bank launched it. As a long-term user, I would like to point out things that need to be improved. 1. Deleting money transfer history should be the user's choice. 2. There should be an option to download an in-depth transfer history for each transfer activity , just as there is posiblity to download a single time transfer recit. Do that and get 5 star.",positive,0.3642857142857143,User Interface & Experience
53,"This app has several issues based on my experience. Below are the problems that I encountered: 1. The app frequently crashes. 2. It only shows a limited transaction record history (25 transactions). 3. You can't access the transaction records after 8:00 pm and on Sundays. 4. It displays a ""payment failed"" message. It would be greatly appreciated if you could address these issues",negative,-0.0452380952380952,User Interface & Experience
54,1 star because I have to visit my bank for new installation of the app and reactivation takes about 45 to 60 minutes with there long queue and system failures. Learn from telebire app and give options to customers to apt out of this ridiculous security feature. Second why is there no customization in the settings for displaying which account I want displayed in the first section rather that slide to my main account every time. You are making us pay a monthly subscription. Bare minimum is not it,positive,0.1024621212121212,User Interface & Experience
55,"My experience with this app has been outstanding so far,but sometimes it has a hard time connecting with network and makes it hard to make transactions. Apart from that it's amazing.",positive,0.1291666666666666,User Interface & Experience
56,"I have been using this app for almost four years now. In the beginning, it was working fine. Sometime later, it gets difficult to create a connection to my account, and could not manage to make and see transactions on my account. After updating it lately, Jul 2020, I was glad this app came with some user interface improvements, and the connection was quite fast. Not longer than two weeks, the app starts to get stuck, and it cannot even show me the UI properly. As a result, I have a useless app on my cell phone, hoping that [you] will soon come with updates.",negative,-0.0229166666666666,User Interface & Experience
57,"Application UI and new features are better than the previous version. I found a minor bugs though. I couldn't transfer to an account from the beneficiary list, it says None Available; There is still so much to do with the localization; Instead of ሰኔ it says ጁን and more like this; date conversion is missing also. If this minor things are fixed it will be much better.",positive,0.1699724517906336,User Interface & Experience
58,"It is a good and progressive app through the updates. I think the app should further solve its bugs like 1. It doesn't download or share attachment on android 12 and 11, it used to work on android 10. 2. Sometimes transactions seem like they have failed and there are no records, but the transactions actually have passed this is a very serious issue, because people will try the transaction again which will end up doubling the payment.",negative,-0.0466666666666666,User Interface & Experience
59,"With each update the app is getting slower and slower, specially when requesting transaction history. And I wish the logging process could be done easily. When someone changes a phone, it makes it mandatory to consult the branch and that makes it not to be self assisted. Hope you could fix it. Please add an option of transferring to other TeleBirr numbers other than the ""Own telebirr"" option. It id very limiting now a days",positive,0.2234126984126984,User Interface & Experience
60,"Absolutely the best app! It works flawlessly, anytime and anywhere.",positive,0.7333333333333334,Transaction Performance
61,"The CBE mobile banking app is a time-saver, but it needs several improvements, like adding fingerprint authentication. It's risky when people see me entering my PIN. Additionally, the fees are unreasonable. You could learn from Tele Birr, which adjusts fees based on the transaction amount. However, the CBEMB app charges a flat 10 birr fee for amounts between 5 and 1000 birr, which I think is unfair.",negative,-0.175,Feature Requests
62,"The app is awesome. But there are many things to highlight.For example, When spending money from the account , a confirmation text message must be sent to the account holder. Also the fact that, the PIN is only four digits is not safe enough for security, if it is more than eight digits and includes numbers and symbols, it will be cool.",positive,0.3,User Interface & Experience
63,"Still needs development on several features.... For example - bank statements available online. The text feature of available balance and debited/credited notifications is very old school and involves too much digital trail. App doesn't always work, could be due to network issues in Ethiopia though. Another major issue is an error message is displayed when transferring from CBE to other banks. Ive almost lost a few thousands doing this once. Always cross check your balances.",positive,0.05425,User Interface & Experience
64,Recently app keeps closing and the notification after says this app has a bug. Can you make an update please,neutral,0.0,Feature Requests
65,Unstatisfied with the new update keeps crashing every now and then and even though i haven't reached the max txn per day still refuses to transfer...probably going to change my bank if it's not fixed asap,positive,0.0431818181818181,Account Access Issues
66,"The app has brought a new problem. When i open the app, it closes itself then i have to open it again. Please fix this issue if it's your problem",positive,0.0454545454545454,Feature Requests
67,"this app is absolutely fantastic I love it and I enjoying to it ,let us support this foundation together .",positive,0.4666666666666666,Feature Requests
68,"Funds transferred from the same bank do not reflect in the account, even though a confirmation text message was received.",neutral,0.0,User Interface & Experience
69,It is Amazing Mobile Banking App....But why the screenshot of the receipt doesnt work,positive,0.6000000000000001,Customer Support
70,"Very good app, but please make it reliable . it crashes sometimes .",positive,0.91,Account Access Issues
71,"Sometimes it has a nasty lag for several hour fix that , the rest is 👌",negative,-0.5,Feature Requests
72,it is smart app but it has stoped after some period of time on my device with out any reason .,positive,0.2142857142857142,Feature Requests
73,nice app suitable to use it. the only weak side is it need data connections and hoping will be fixed to offline i gave 4 rate,positive,0.175,Feature Requests
74,"I really love this app,it is amazing. It is more flexible than any other banks app. The only and main problem that I encountered with this app is,if it is uninstalled from this devices, I have to go to the bank and mostly the specific barank the account is opened to reconfigur again. This is very unpractical in most cases,since people are traveling and very busy in their day to day activities. Kindly consider to change this option.",positive,0.2976388888888889,Feature Requests
75,"I have been using this app for more than a year it came with best version, but now after the last update it's not working well as before. It can't sync, the connection is not working at all. I can't see recent transactions and make any transfer , all the features are not working, I hope you will come with a better update soon.",positive,0.4,Customer Support
76,"In fact, it's a good app to make our daily life easier! However, I have encountered several times issues with this app. 1. It's not always working with network error, even though the network is good on my phone. 2. It happened to me several times that when I transfer money to someone's account, I doubled the transfer! Or in another word, my money sent two times. If I wanted to send 10,000, I found that sent 20,000 because of the APP error. I hope this will be fixed soon.",positive,0.25,User Interface & Experience
77,there are to many bugs app keeps crashi ng and the update file seems to keep getting worse,positive,0.0499999999999999,Feature Requests
78,"I fails mid transaction, No screenshot, download don't work, link shared not working bring back the old app this is usless",negative,-0.1,Customer Support
79,Since last week this app has started not working. It simply log in without network but can't sync. Please fix it.,neutral,0.0,Customer Support
80,Best app but there is some problem I can't send money to telebirr or mpesa so if you can add that it could be use full,positive,0.675,User Interface & Experience
81,its great app but when updating we can't take screen shot please try to fix it,positive,0.8,Feature Requests
82,"URGENT FIX REQUIRED!!! The app does not work anymore! Account balance is not displayed. Trying to use any service on the app shows error ""None available"". What is the point of an internet/mobile banking app if you cannot carry out banking services from your fingertips? I also don't want to reinstall because CBE activation code can only be recieved in the bank, which sounds very ridiculous. These days, banks send OTP to email, so customers can manage their account anywhere in the world.",negative,-0.0111111111111111,User Interface & Experience
83,"The inconvenience of this app is that it requires developer options to be turned off. This hinders my ability to customize my phone as some of the customization can only be done in the developer options. Also, it didn't have this requirement before, so why now? And please return it how it was because this should not be an issue. Also, when a transaction is completed before it used to allow me to save the image of the completed transaction, now it doesn't, so please fix that also.",neutral,0.0,Feature Requests
84,some times it is difficult to get reciepts for the payment made,negative,-0.5,Feature Requests
85,the worst commercial company that fails to do even the most normal things again and and again.,negative,-0.1699999999999999,Feature Requests
86,"I can simply describe this app as ""Making all your work easier"".",neutral,0.0,Customer Support
87,"In the updated version of the app, it takes more time to download the receipt.",positive,0.5,Feature Requests
88,In the lasted update you removed the capability to screenshot transactions.,neutral,0.0,User Interface & Experience
89,"very good, but sometimes NUR CBE comes without my consent. even if I choose locked, it appears",positive,0.91,Transaction Performance
90,the app is recently crushing each time you open and try to make transfers...it used to be good. take lessons from the Dashen Super app or ethiotelecom. it is not befitting of your experience and glory. inv3st in making it more friendly and convenient. I am considering leaving CBE for good.,positive,0.4297619047619048,Transaction Performance
91,"Sometimes it brings a contradicting notifications. First I saw an internet poll form. After I filled it, another message comes that advises users not fill any forms sent or bank did not send such documents. Sometimes the app gets stack without any prior notices. It happened quite numerical times with me. Otherwise great app. I think a followup maintenance and improvements needed",positive,0.29,User Interface & Experience
92,"It used to work properly, but not anymore. I used to use the app from abroad; but these days, it kept saying ""unable to connect"" when I tried to check my balance and do transactions.",negative,-0.25,Customer Support
93,"Before the new version, the app was fast and merits 4 ⭐. However, following the upgrade, the app is slow and takes time to reload. Apps are useless without speed, so make them work.",negative,-0.0927272727272727,Feature Requests
94,Recent transactions doesn't load properly sometimes . And also when transferring to someone sometimes it says failed and but already transferred which might cause to double transfer,negative,-0.125,User Interface & Experience
95,"Why force-disable Developer Options in the latest update? I get that it's a security precaution, but it's overkill. Plenty of other financial apps do not require it and it's sometimes necessary for debugging/experimental reasons",positive,0.09375,Feature Requests
96,I don't understand the reason why this app asks me to turn off my developer options whenever I try to log into the app 🙄 This issue immediately needs to be fixed. Why would I sacrifice my phone's performance to use only this app? It's ridiculous 😒,negative,-0.0777777777777777,Feature Requests
97,The apk doesn't work when the phones developer option is turned on. It always asks me to turn off the developer options to open the apk. Please fix it as it is unnecessary.,negative,-0.2,Feature Requests
98,"The not allowing the app while ""developer options"" is on needs to be fixed! Why the hell is an app telling me what to do with my own OS??? This is an unnecessary fix that needs to be fixed!!!",positive,0.130078125,Feature Requests
99,Worst update ever. It asked to disable the developer's option which they don't have any authority over. Most useless update ever. I wish I could give it a 0 star if it was possible. Why do you care about my phone's settings? Stupid developers. Should Switch to other banks.,negative,-0.3208333333333333,Feature Requests
100,The app is crashing several times it's really annoying and sometimes it's says failed during different operations ?????? Please fix it!?,negative,-0.325,Account Access Issues
101,"It's very good app for transactions, to give you 5star one more thing you need to do is include bank statement showing methods. And one more thing after you take your commission why you take 5birr monthly without my confirmation?",positive,0.6366666666666666,User Interface & Experience
102,It used to be better in the previous. But after the recent update it keeps crashing as soon as it logs in.. it needs to be fixed.,positive,0.1083333333333333,Account Access Issues
103,The new update is seems force enable developer options on setting. And please fix the problem on iphones it only works for few days every time it get maintained at branches,negative,-0.0212121212121212,Customer Support
104,It have a bug it keeps shut down when I open the app. Without any notification. Please fix the bug.,negative,-0.0777777777777777,Feature Requests
105,"The banks logo, the hidden accounts data are not seen. It is saying it saying unconnected and hence does not sync.",negative,-0.1666666666666666,User Interface & Experience
106,"Very bad, can't even load they need to improve their services.",negative,-0.9099999999999998,Feature Requests
107,"This application fast, secure and more convenient. Thanks CBE",positive,0.325,Feature Requests
108,"In my view, I can't give any conclusion because it's the starting of an online banking in my country. However, the commercial bank of ethiopia must rebuild this app and also need to make more access to changing the system. Keep continuing ethiopia 🇪🇹 🇪🇹🇪🇹🇪🇹",positive,0.1666666666666666,Feature Requests
109,in this update why screenshoot is disabled now it's not working,negative,-0.2,Customer Support
110,This app don't have self activation only you have to look near cbe branch that's disgusting,negative,-0.3,Feature Requests
111,"This application is really bad. It is slow and doesn't work properly. It doesn't show recent activities. Using this app I transfered money to a friend and after showing deduction on my account, the money didn't reach the other end,the activity is not reflected on my recent transactions either. The worst app ever. It doesn't work outside of Ethiopia.",negative,-0.265625,User Interface & Experience
112,"It is a nice app compared to the previous one. I appreciate you have included local language but the details in the Amharic section will return to English mode, please fix that problem plus additional local language will increase its usability. Also it would be nice if the terms and conditions agreements, security tips, charge and transfer limits.... are included in the app.",positive,0.1722222222222222,Feature Requests
113,it's a very good application but sometimes it takes a long time to synchronize,positive,0.4299999999999999,Feature Requests
114,"The 'unsubscribe' button in the CBE Android app is misplaced. It should be at the middle of the menu or somewhere else rather than at the end. The end is usually for a 'log out"" and I inadvertently touched ''unsubscribe"" many times. This could lead to customers accidentally unsubscribing from the service.",positive,0.0124999999999999,Feature Requests
115,Very good app. but disappointed by general cessation of system.,positive,0.0699999999999999,Transaction Performance
116,It sends unwanted welcome notification every time you login. There is no way that you can disable this.,positive,0.8,Feature Requests
117,"The app is unresponsive the time when the fragments are attached. It is just like shivering. Still, I can't download the transaction history instead it just toasted me can't save. Please consider all this things. But I would recommed you to use a tab layout. This is because, consider I am using latest Samsung 🤔 device, how do you think that your app is running on other damn devices like techno and itel ? It is horrible.",negative,-0.2083333333333333,Feature Requests
118,The upgread is perfect and loved the new system could be accessed from any branch if u face problem in the application. The other thing if possible to add would be to expand the number of transaction be looked for all transaction back to a month period at list this will help review most transactions if there needs any review. The only problem I saw is that once a phone number is attached to another bank account # you need to provide another phone number to get the service. The rest is excellent,positive,0.3568181818181818,User Interface & Experience
119,1.we can't get mobile Token on CBE App or any other online. This is need to improve 2.internet banking is always say authenticate error after some weeks this is need to improve.,negative,-0.125,Feature Requests
120,"I'm blind. I have been using this service since 2008 EC. More or less both versions are accessible to our screen reader, talkback. However, after updating the app, its account tab couldn't display second account which is connected via CBE account. Secondly after transfering money, it shows save and share options but doesn't work.",positive,0.0347222222222222,User Interface & Experience
121,It is good for many aspect. If I can get transactions report with time duration(periodically),positive,0.6,Transaction Performance
122,it is good app but when I make inter bank transaction It can't display The receiver account number and name of receiver and also receiver bank,positive,0.7,User Interface & Experience
123,The app keeps on crushing & I can't log in or access my account. Went to the bank for trouble shooting. The customer service was very poor and I told to reinstall the app and enter new activation key. I did and after starting to work for few hours again the prob is there and the app is still crushing and not working. Such poor service is unexpected from a big statd owned bank. You should fix the problem ASAP.,negative,-0.0236363636363636,Customer Support
124,"Poor application. Let me list down if you could update the main features. It say error while the money has already sent. We can't get the transaction record (it has limited date) or somtimes the listed record transactions and the details are not the same while we enter to see further details. So if you can, try to see telebirr application and how much simple it is then try to update frequently.",negative,-0.0450396825396825,User Interface & Experience
125,"Nice ui, but it fails to update info constantly after the recent update. The transition is not smooth, with 120hz refresh rate its not smooth seems like very old. Need to add more security, whenever someone exits the app and returns from recent tab it just opens, it should have asked to insert pin everytime someone returns back. Fix these things",positive,0.0329999999999999,Feature Requests
126,"It crashes a lot; it doesn't work at all sometimes. By far, it is the worst mobile banking app I have ever used.",negative,-0.45,Account Access Issues
127,"It's a problem solver application, go ahead CBE, I love so much.",positive,0.35,Feature Requests
128,"The Most worrying thing of this Application is, while you confirm Transfer and hit ok, it prompted ""Connection error"" but actually if you see your balance the transfer was already done. This is serious bugg which you need to update and make security amendment's. I personally send twice one day , if the reciepent wasn't kind enough, imagine what will happen. Serious problem which needs Attention.",positive,0.1166666666666666,User Interface & Experience
129,"The worst update seen in the bank industry for mobile banking. If you're unable to make it smooth and reliable at the same time , return it to previous version. It shows that you don't have the best expertise like other banks in the country.",negative,-0.0559523809523809,Feature Requests
130,its good but add more features such like. bank statement showing,positive,0.3999999999999999,User Interface & Experience
131,Great experience so far but why this app ain't working while developer mode is on?,positive,0.45,Customer Support
132,"""This mobile banking app is fast and user-friendly, but the only issue I encountered is that I can't access my bank statement within the app. I kindly request that this feature be added, similar to what is offered by other private bank mobile banking apps.",positive,0.1125,Feature Requests
133,"It's very extraordinary app, the user interface is soo awesome, most importantly it's very user friendly. In terms of speed and services its unbelievably fast and flexible. I really appreciate the crews who've been working behind the scene to make this wonderful job alive. Well done !",positive,0.3633333333333334,Feature Requests
134,"I have bad experience since I started using this app. I get ""none available "" error message while there is good internet connection. And I went to my branch two times to activate the app. There should be some way to activate without physically going to the branch. Anyway, it should be improved much from what it is now!!!",positive,0.158125,Feature Requests
135,Good apps ...But fix the screenshot its not easy like before ......,positive,0.2416666666666666,Feature Requests
136,"I have been using this wonderful app. It is easy to use and user-friendly and perfect user experience app. I just have one suggestion, if you cloud add more info like who(person or company) deposited, and deposit discrimination if any in the recent transaction section of the app. The rest is perfect.",positive,0.6555555555555556,Feature Requests
137,without any reason it shows white screen and can't make transfers. Then when I went to branch then they reply go to the branch where you open your account.,neutral,0.0,User Interface & Experience
138,"Great app, but try to include an access to water bill payment for places other than Adis Ababa & try top the app not to be inactive while developer option setting in Samsung phones is activated",positive,0.3916666666666666,Feature Requests
139,"This app is the best, easy and more clear to use including its features to understand so i liked it 100% because the app made the life of customers easy. Thanks cbe and the app.",positive,0.4666666666666667,Feature Requests
140,it is good but it doesn't allow screen shot,positive,0.7,Transaction Performance
141,App keeps on crashing after the latest update. Failures are frequent.,positive,0.3,Account Access Issues
142,"After a recent update, this app stopped working with a message "" the developer turned off advanced ... etc.",positive,0.2,Customer Support
143,"Best Mobile-Banking app! Moreover, I will rate 5 stars as soon as you add ""account statement display"" menu in it. Hopefully waiting, Thank you in advance!",positive,1.0,Feature Requests
144,"This App Is Best and Fantastic Because easy to use, It has Best security Specially Two Specific Authentication so this security is not path unauthorized person to Our account History. Thankyou CBE For We give this service",positive,0.5317460317460317,Transaction Performance
145,"It's easy to use, but there is some problems sometimes when update the app in the network areas...",positive,0.4333333333333333,Feature Requests
146,Now it's crashing like crazy. It doesn't even open after a recent update.,negative,-0.1999999999999999,Account Access Issues
147,My device install up updated all data access all function but can't support transaction i. e first login password works but can't conformation last transaction password,positive,0.125,User Interface & Experience
148,Weak update ! . b/c it stops when I want to set two step verification on. And it is only applicable if developer options are on. Why ??? Please tell me the reason 🙏,negative,-0.234375,Feature Requests
